0.844 	0.692 	0.536 	0.536 	 
0.88 	0.652 	0.6 	0.6 	 
0.892 	0.68 	0.62 	0.62 	 
0.908 	0.748 	0.644 	0.644 	 
0.94 	0.748 	0.688 	0.688 	 
0.9 	0.692 	0.584 	0.584 	 
0.904 	0.724 	0.528 	0.528 	 
0.928 	0.852 	0.776 	0.776 	 
0.956 	0.752 	0.632 	0.632 	 
0.888 	0.732 	0.688 	0.688 	 
0.868 	0.664 	0.552 	0.552 	 
0.9 	0.728 	0.572 	0.572 	 
0.9 	0.704 	0.608 	0.608 	 
0.912 	0.8 	0.66 	0.66 	 
0.932 	0.808 	0.652 	0.652 	 
0.884 	0.68 	0.6 	0.6 	 
0.924 	0.684 	0.54 	0.54 	 
0.94 	0.828 	0.712 	0.712 	 
0.924 	0.756 	0.584 	0.584 	 
0.908 	0.76 	0.692 	0.692 	 
0.884 	0.72 	0.652 	0.652 	 
0.916 	0.756 	0.64 	0.64 	 
0.816 	0.52 	0.356 	0.356 	 
0.872 	0.528 	0.316 	0.316 	 
0.828 	0.584 	0.42 	0.42 	 
0.812 	0.564 	0.388 	0.388 	 
0.864 	0.728 	0.58 	0.58 	 
0.812 	0.44 	0.384 	0.384 	 
0.864 	0.684 	0.3 	0.3 	 
0.808 	0.644 	0.576 	0.576 	 
0.8 	0.576 	0.572 	0.572 	 
0.904 	0.648 	0.624 	0.624 	 
0.78 	0.68 	0.428 	0.428 	 
0.86 	0.532 	0.388 	0.388 	 
0.82 	0.544 	0.348 	0.348 	 
0.816 	0.464 	0.428 	0.428 	 
0.876 	0.636 	0.444 	0.444 	 
0.824 	0.612 	0.312 	0.312 	 
0.884 	0.592 	0.54 	0.54 	 
0.808 	0.596 	0.3 	0.3 	 
0.784 	0.6 	0.524 	0.524 	 
0.888 	0.62 	0.616 	0.616 	 
0.84 	0.7 	0.288 	0.288 	 
0.792 	0.52 	0.364 	0.364 	 
0.852 	0.66 	0.416 	0.416 	 
0.82 	0.496 	0.336 	0.336 	 
0.868 	0.692 	0.64 	0.64 	 
0.852 	0.624 	0.348 	0.348 	 
0.896 	0.696 	0.676 	0.676 	 
0.852 	0.68 	0.548 	0.548 	 
0.82 	0.548 	0.488 	0.488 	 
0.888 	0.728 	0.484 	0.484 	 
0.848 	0.692 	0.512 	0.512 	 
0.84 	0.54 	0.456 	0.456 	 
0.84 	0.608 	0.528 	0.528 	 
0.868 	0.656 	0.32 	0.32 	 
0.84 	0.7 	0.664 	0.664 	 
0.86 	0.6 	0.512 	0.512 	 
0.908 	0.684 	0.636 	0.636 	 
0.848 	0.692 	0.528 	0.528 	 
0.788 	0.528 	0.48 	0.48 	 
0.86 	0.648 	0.576 	0.576 	 
0.852 	0.62 	0.584 	0.584 	 
0.848 	0.656 	0.588 	0.588 	 
0.872 	0.64 	0.436 	0.436 	 
0.844 	0.472 	0.44 	0.44 	 
0.864 	0.62 	0.496 	0.496 	 
0.896 	0.832 	0.784 	0.784 	 
0.908 	0.768 	0.616 	0.616 	 
0.876 	0.772 	0.412 	0.412 	 
0.86 	0.672 	0.64 	0.64 	 
0.932 	0.676 	0.564 	0.564 	 
0.836 	0.716 	0.636 	0.636 	 
0.88 	0.632 	0.552 	0.552 	 
0.908 	0.728 	0.684 	0.684 	 
0.904 	0.644 	0.428 	0.428 	 
0.908 	0.552 	0.384 	0.384 	 
0.904 	0.8 	0.648 	0.648 	 
0.924 	0.776 	0.636 	0.636 	 
0.872 	0.628 	0.412 	0.412 	 
0.868 	0.708 	0.696 	0.696 	 
0.896 	0.764 	0.704 	0.704 	 
0.876 	0.772 	0.46 	0.46 	 
0.832 	0.652 	0.592 	0.592 	 
0.9 	0.676 	0.604 	0.604 	 
0.844 	0.636 	0.588 	0.588 	 
0.896 	0.692 	0.308 	0.308 	 
0.928 	0.748 	0.716 	0.716 	 
0.92 	0.74 	0.632 	0.632 	 
0.908 	0.744 	0.684 	0.684 	 
0.9 	0.692 	0.616 	0.616 	 
0.928 	0.696 	0.584 	0.584 	 
0.896 	0.788 	0.612 	0.612 	 
0.888 	0.76 	0.664 	0.664 	 
0.932 	0.744 	0.688 	0.688 	 
0.904 	0.536 	0.408 	0.408 	 
0.9 	0.592 	0.448 	0.448 	 
0.948 	0.784 	0.64 	0.64 	 
0.928 	0.824 	0.716 	0.716 	 
0.908 	0.74 	0.456 	0.456 	 
0.888 	0.704 	0.66 	0.66 	 
0.908 	0.668 	0.58 	0.58 	 
