0.928 	0.856 	0.7 	0.7 	 
0.952 	0.876 	0.852 	0.852 	 
0.972 	0.86 	0.812 	0.812 	 
0.936 	0.844 	0.788 	0.788 	 
0.972 	0.812 	0.42 	0.42 	 
0.956 	0.9 	0.872 	0.872 	 
0.968 	0.908 	0.768 	0.768 	 
0.948 	0.816 	0.744 	0.744 	 
0.944 	0.796 	0.716 	0.716 	 
0.936 	0.86 	0.664 	0.664 	 
0.916 	0.756 	0.648 	0.648 	 
0.936 	0.824 	0.784 	0.784 	 
0.944 	0.84 	0.756 	0.756 	 
0.924 	0.704 	0.668 	0.668 	 
0.948 	0.824 	0.524 	0.524 	 
0.96 	0.884 	0.86 	0.86 	 
0.964 	0.776 	0.68 	0.68 	 
0.916 	0.784 	0.716 	0.716 	 
0.94 	0.772 	0.728 	0.728 	 
0.94 	0.828 	0.808 	0.808 	 
0.916 	0.792 	0.632 	0.632 	 
0.94 	0.832 	0.816 	0.816 	 
0.964 	0.836 	0.8 	0.8 	 
0.936 	0.752 	0.732 	0.732 	 
0.968 	0.872 	0.5 	0.5 	 
0.96 	0.884 	0.884 	0.884 	 
0.964 	0.868 	0.728 	0.728 	 
0.924 	0.816 	0.76 	0.76 	 
0.932 	0.772 	0.752 	0.752 	 
0.94 	0.848 	0.832 	0.832 	 
0.904 	0.816 	0.624 	0.624 	 
0.948 	0.86 	0.8 	0.8 	 
0.968 	0.832 	0.784 	0.784 	 
0.94 	0.748 	0.728 	0.728 	 
0.96 	0.872 	0.5 	0.5 	 
0.956 	0.888 	0.876 	0.876 	 
0.968 	0.896 	0.744 	0.744 	 
0.932 	0.796 	0.748 	0.748 	 
0.936 	0.776 	0.732 	0.732 	 
0.94 	0.848 	0.816 	0.816 	 
0.92 	0.856 	0.616 	0.616 	 
0.944 	0.864 	0.808 	0.808 	 
0.96 	0.848 	0.792 	0.792 	 
0.936 	0.752 	0.72 	0.72 	 
0.96 	0.88 	0.508 	0.508 	 
0.956 	0.888 	0.88 	0.88 	 
0.968 	0.888 	0.732 	0.732 	 
0.94 	0.8 	0.748 	0.748 	 
0.94 	0.78 	0.716 	0.716 	 
0.94 	0.852 	0.812 	0.812 	 
0.92 	0.852 	0.628 	0.628 	 
0.956 	0.864 	0.812 	0.812 	 
0.96 	0.84 	0.808 	0.808 	 
0.944 	0.768 	0.728 	0.728 	 
0.964 	0.9 	0.504 	0.504 	 
0.96 	0.904 	0.876 	0.876 	 
0.968 	0.892 	0.696 	0.696 	 
0.936 	0.824 	0.744 	0.744 	 
0.94 	0.772 	0.716 	0.716 	 
0.936 	0.852 	0.836 	0.836 	 
0.92 	0.868 	0.648 	0.648 	 
0.956 	0.876 	0.812 	0.812 	 
0.96 	0.848 	0.8 	0.8 	 
