0.94 	0.78 	0.74 	0.74 	 
0.964 	0.88 	0.512 	0.512 	 
0.96 	0.896 	0.876 	0.876 	 
0.972 	0.888 	0.7 	0.7 	 
0.94 	0.824 	0.74 	0.74 	 
0.94 	0.772 	0.728 	0.728 	 
0.932 	0.856 	0.84 	0.84 	 
0.924 	0.852 	0.696 	0.696 	 
0.952 	0.876 	0.852 	0.852 	 
0.972 	0.86 	0.812 	0.812 	 
0.932 	0.844 	0.792 	0.792 	 
0.972 	0.812 	0.416 	0.416 	 
0.952 	0.896 	0.868 	0.868 	 
0.968 	0.908 	0.768 	0.768 	 
0.944 	0.816 	0.744 	0.744 	 
0.944 	0.796 	0.716 	0.716 	 
0.936 	0.86 	0.656 	0.656 	 
0.916 	0.756 	0.648 	0.648 	 
0.936 	0.824 	0.788 	0.788 	 
0.948 	0.84 	0.756 	0.756 	 
0.924 	0.704 	0.668 	0.668 	 
0.948 	0.824 	0.524 	0.524 	 
0.96 	0.884 	0.86 	0.86 	 
0.96 	0.772 	0.68 	0.68 	 
0.916 	0.784 	0.716 	0.716 	 
0.94 	0.776 	0.728 	0.728 	 
0.94 	0.828 	0.808 	0.808 	 
0.916 	0.792 	0.632 	0.632 	 
0.94 	0.832 	0.816 	0.816 	 
0.964 	0.836 	0.8 	0.8 	 
0.936 	0.752 	0.736 	0.736 	 
0.968 	0.876 	0.5 	0.5 	 
0.96 	0.884 	0.884 	0.884 	 
0.964 	0.868 	0.728 	0.728 	 
0.924 	0.816 	0.76 	0.76 	 
0.932 	0.772 	0.752 	0.752 	 
0.94 	0.848 	0.832 	0.832 	 
0.904 	0.816 	0.624 	0.624 	 
0.948 	0.86 	0.796 	0.796 	 
0.968 	0.832 	0.784 	0.784 	 
0.94 	0.748 	0.728 	0.728 	 
0.96 	0.872 	0.5 	0.5 	 
0.956 	0.888 	0.876 	0.876 	 
0.968 	0.896 	0.748 	0.748 	 
0.932 	0.796 	0.748 	0.748 	 
0.936 	0.776 	0.732 	0.732 	 
0.94 	0.852 	0.816 	0.816 	 
0.92 	0.864 	0.616 	0.616 	 
0.944 	0.864 	0.808 	0.808 	 
0.96 	0.848 	0.792 	0.792 	 
0.936 	0.752 	0.724 	0.724 	 
0.96 	0.88 	0.508 	0.508 	 
0.956 	0.892 	0.88 	0.88 	 
0.968 	0.888 	0.724 	0.724 	 
0.94 	0.8 	0.748 	0.748 	 
0.94 	0.78 	0.712 	0.712 	 
0.94 	0.852 	0.812 	0.812 	 
0.92 	0.852 	0.62 	0.62 	 
0.956 	0.864 	0.812 	0.812 	 
0.96 	0.84 	0.808 	0.808 	 
0.944 	0.768 	0.728 	0.728 	 
0.964 	0.9 	0.504 	0.504 	 
0.96 	0.904 	0.876 	0.876 	 
0.968 	0.892 	0.696 	0.696 	 
0.936 	0.824 	0.744 	0.744 	 
0.94 	0.772 	0.716 	0.716 	 
0.932 	0.852 	0.836 	0.836 	 
0.924 	0.868 	0.648 	0.648 	 
0.956 	0.872 	0.812 	0.812 	 
0.96 	0.848 	0.8 	0.8 	 
0.94 	0.784 	0.74 	0.74 	 
0.964 	0.872 	0.512 	0.512 	 
0.96 	0.896 	0.876 	0.876 	 
0.972 	0.888 	0.7 	0.7 	 
0.936 	0.824 	0.74 	0.74 	 
0.94 	0.772 	0.728 	0.728 	 
0.932 	0.856 	0.84 	0.84 	 
0.916 	0.804 	0.66 	0.66 	 
0.92 	0.864 	0.828 	0.828 	 
0.952 	0.776 	0.74 	0.74 	 
0.912 	0.816 	0.772 	0.772 	 
0.944 	0.84 	0.372 	0.372 	 
0.936 	0.88 	0.8 	0.8 	 
0.964 	0.844 	0.808 	0.808 	 
0.932 	0.796 	0.76 	0.76 	 
0.928 	0.84 	0.732 	0.732 	 
0.916 	0.844 	0.616 	0.616 	 
0.908 	0.78 	0.596 	0.596 	 
0.936 	0.828 	0.736 	0.736 	 
0.952 	0.812 	0.76 	0.76 	 
0.924 	0.764 	0.692 	0.692 	 
0.94 	0.84 	0.54 	0.54 	 
0.956 	0.888 	0.86 	0.86 	 
0.956 	0.824 	0.648 	0.648 	 
0.9 	0.756 	0.752 	0.752 	 
0.916 	0.768 	0.744 	0.744 	 
0.92 	0.828 	0.788 	0.788 	 
0.9 	0.764 	0.64 	0.64 	 
0.96 	0.844 	0.792 	0.792 	 
0.952 	0.812 	0.788 	0.788 	 
0.936 	0.784 	0.756 	0.756 	 
0.964 	0.848 	0.512 	0.512 	 
0.94 	0.892 	0.856 	0.856 	 
0.96 	0.832 	0.716 	0.716 	 
0.924 	0.784 	0.768 	0.768 	 
0.92 	0.788 	0.712 	0.712 	 
0.936 	0.848 	0.804 	0.804 	 
0.916 	0.776 	0.636 	0.636 	 
0.952 	0.852 	0.82 	0.82 	 
0.948 	0.82 	0.796 	0.796 	 
0.924 	0.784 	0.756 	0.756 	 
0.976 	0.86 	0.54 	0.54 	 
0.952 	0.876 	0.876 	0.876 	 
0.964 	0.86 	0.776 	0.776 	 
0.94 	0.816 	0.808 	0.808 	 
0.932 	0.804 	0.736 	0.736 	 
0.944 	0.852 	0.796 	0.796 	 
0.908 	0.812 	0.472 	0.472 	 
0.948 	0.848 	0.844 	0.844 	 
0.952 	0.84 	0.784 	0.784 	 
0.936 	0.8 	0.74 	0.74 	 
0.972 	0.872 	0.552 	0.552 	 
0.952 	0.88 	0.78 	0.78 	 
0.964 	0.868 	0.748 	0.748 	 
0.94 	0.816 	0.804 	0.804 	 
0.92 	0.792 	0.736 	0.736 	 
0.912 	0.856 	0.624 	0.624 	 
0.916 	0.816 	0.504 	0.504 	 
0.94 	0.86 	0.848 	0.848 	 
0.952 	0.86 	0.792 	0.792 	 
0.936 	0.804 	0.724 	0.724 	 
0.972 	0.88 	0.56 	0.56 	 
0.968 	0.872 	0.792 	0.792 	 
0.964 	0.82 	0.732 	0.732 	 
0.94 	0.82 	0.796 	0.796 	 
0.928 	0.812 	0.736 	0.736 	 
0.916 	0.864 	0.648 	0.648 	 
0.928 	0.824 	0.552 	0.552 	 
0.944 	0.868 	0.848 	0.848 	 
0.96 	0.86 	0.808 	0.808 	 
0.932 	0.82 	0.744 	0.744 	 
0.972 	0.808 	0.568 	0.568 	 
0.968 	0.888 	0.8 	0.8 	 
0.964 	0.832 	0.732 	0.732 	 
0.944 	0.828 	0.78 	0.78 	 
0.936 	0.8 	0.764 	0.764 	 
0.92 	0.856 	0.664 	0.664 	 
